LR,Sparsity,SmallGrad,MetricQ,AutoCorr,NormSPS,CPBD,DarkChannel,Saturation,Contrast,SimpleRinging,PyrRing,PercRing,HumanBT
0.47843,0.069784,0.00074934,-51.49,2.2763,0.45342,-0.61984,0.56546,0.31322,130730,0.17969,0.000088938,1.3134,0.56548
0.46303,0.067799,0.0010315,-43.769,3.385,0.47574,-0.54073,0.51793,0.32549,95898,-0.025628,0.00019975,4.1194,-1.6048
0.66195,0.039283,0.00060904,-23.187,4.0662,0.49063,-0.41794,0.67927,0.042771,63662,0,0,0,-1.6499
0.66233,0.04029,0.00044336,-23.312,3.6868,0.47758,-0.44028,0.67883,0.042308,70005,-0.03349,9.4303E-006,4.5263,-1.881
0.64934,0.051875,0.00038347,-30.654,2.138,0.44156,-0.54222,0.66593,0.047473,126460,0.053198,8.2766E-006,2.0526,0.25966
0.6489,0.049461,0.00037726,-29.34,2.2617,0.44766,-0.532,0.66525,0.048257,113790,0.031848,4.3864E-006,0.73684,0.34584
0.62823,0.062038,0.00093363,-35.633,2.4989,0.4524,-0.47869,0.6426,0.065333,175070,0.11491,0.000030527,0.94737,1.6566
0.62368,0.063519,0.00096396,-34.629,2.4525,0.45331,-0.48656,0.63841,0.069689,181000,0.13973,0.000042992,3.6842,0.98703
0.58359,0.075086,0.0014605,-37.294,2.4373,0.52631,-0.65562,0.59777,0.069053,145350,0.14979,0.00011694,5.2105,2.3999
0.65109,0.048695,0.00053635,-27.425,2.4705,0.46535,-0.52433,0.66744,0.047118,99580,0.048271,8.0091E-006,1.0526,0.42446
0.65064,0.053391,0.00046929,-32.186,2.3792,0.43785,-0.55825,0.66715,0.048478,143150,0.10135,1.3912E-006,0.52632,-0.34785
0.63524,0.054467,0.00075238,-31.717,2.7238,0.45209,-0.46077,0.6508,0.060512,138940,0.080289,0.000013854,1.2632,0.11671
0.65456,0.049008,0.00055605,-29.606,2.28,0.43387,-0.52094,0.67158,0.045318,117930,0.038739,1.0886E-006,0.57895,-1.8424
0.64693,0.049467,0.00042711,-28.782,2.241,0.443,-0.53813,0.66349,0.048796,117880,0.026498,3.5829E-006,1.2105,-0.26089
0.64286,0.064057,0.0007563,-38.188,2.1693,0.43948,-0.56286,0.65896,0.0551,204140,0.18343,0.000015646,4,0.46961
0.5975,0.083937,0.0012346,-50.127,2.6433,0.4552,-0.38304,0.60991,0.097881,306190,0.095374,0.00040985,5.7895,-0.67767
0.39595,0.013099,0.0001367,-5.8263,3.2051,0.34995,-0.47123,0.65297,0.5918,35198,0,0,0,-0.51116
0.39103,0.015752,0.00018351,-5.8935,2.3302,0.35155,-0.64059,0.64545,0.59726,49908,-0.050715,0.000012622,3.1351,-0.033051
0.39627,0.023289,0.00067041,-7.9207,1.8382,0.3685,-0.77163,0.62576,0.59774,77417,0.17019,3.2906E-006,1.3649,0.4065
0.39157,0.022936,0.00061632,-8.313,1.872,0.36346,-0.72978,0.62,0.60003,80006,0.16087,3.8553E-006,1.2027,0.018084
0.38177,0.033614,0.00077792,-9.0104,2.7506,0.39617,-0.70976,0.48397,0.60957,83792,0.14817,0.0014505,2.6081,0.5121
0.32606,0.028048,0.0009016,-7.1033,3.0142,0.41184,-0.65786,0.39659,0.60945,55864,-0.030649,0.0050035,1.7432,-1.6004
0.37848,0.027003,0.00098937,-7.8947,1.9631,0.3762,-0.80296,0.58106,0.61818,84214,0.26445,0.000058799,2.4459,0.47306
0.39435,0.018168,0.00032761,-6.7441,2.1484,0.35771,-0.69204,0.63931,0.59488,57786,0.0837,6.9869E-007,0.72973,-0.65975
0.39681,0.02128,0.00057634,-7.3883,1.8458,0.36529,-0.74287,0.62991,0.59674,67847,0.12504,1.9101E-006,1.1216,-0.23748
0.33813,0.02873,0.00083481,-7.7131,3.3665,0.41061,-0.6487,0.41335,0.6063,60557,-0.013431,0.0046022,1.5946,-2.8174
0.40454,0.023805,0.00092206,-7.2229,1.8389,0.37194,-0.74125,0.6154,0.59776,74042,0.14266,0.000021693,2.0541,-0.91821
0.38448,0.027621,0.00091708,-7.9254,2.1096,0.36828,-0.74882,0.54597,0.61067,84075,0.14991,0.00010966,2.4595,1.5678
0.36422,0.029509,0.00076619,-6.6616,3.1194,0.4156,-0.66461,0.45508,0.6146,52264,0.063366,0.002647,2,3.5555
0.3906,0.034654,0.00084299,-8.6304,2.4922,0.40751,-0.77168,0.49775,0.60663,84172,0.21242,0.00087321,3.0946,0.24434
0.56512,0.013994,0.00091601,-4.897,4.8013,0.38154,-0.35346,0.63549,0.041811,21983,0,0,0,-0.26485
0.46314,0.044417,0.0012181,-7.4539,3.5833,0.50036,-0.75021,0.48775,0.057148,57342,0.21657,0.0019626,20.7,-0.49035
0.54467,0.027902,0.00043574,-7.4065,2.931,0.41429,-0.79662,0.59936,0.042868,46072,0.27285,6.1223E-006,1.2,-0.84552
0.52111,0.031941,0.0009165,-9.4544,2.9195,0.42545,-0.77422,0.56495,0.044862,55737,0.32194,0.00004855,1.9,0.21771
0.46115,0.040464,0.0010166,-9.1174,3.9246,0.46245,-0.68967,0.48694,0.052787,62931,0.10872,0.0016004,7.8,0.73035
0.42662,0.040374,0.00098798,-7.8712,4.089,0.50385,-0.65068,0.44873,0.061656,46795,0.038961,0.0049462,5,-1.3279
0.41692,0.04136,0.0011606,-6.4651,3.0972,0.57994,-0.72794,0.44001,0.060219,29312,0.30876,0.0042733,9,1.8872
0.47078,0.047528,0.0012459,-8.8943,3.4462,0.52438,-0.70388,0.49559,0.051624,59948,0.33055,0.0045368,7.1,-1.0998
0.47541,0.042414,0.0011181,-8.1219,3.6819,0.49292,-0.75192,0.502,0.049291,56776,0.30955,0.0019558,8.8,0.18764
0.4182,0.028207,0.00070882,-7.4702,4.714,0.44278,-0.57325,0.4451,0.060083,40166,-0.056946,0.0028311,4.8,-0.53884
0.5338,0.022084,0.00082993,-6.5169,3.1747,0.38794,-0.75994,0.59053,0.042257,40976,-0.14146,8.0367E-006,12.8,-0.40149
0.51661,0.031075,0.00059104,-7.3454,3.0036,0.42731,-0.80286,0.55871,0.045053,50861,0.26309,0.000062041,1.3,0.060811
0.43387,0.032261,0.0007873,-6.6425,4.3239,0.48819,-0.65758,0.45926,0.050558,32407,-0.028292,0.0052648,7.9,2.8354
0.40704,0.025534,0.00063665,-7.4053,4.3322,0.44231,-0.49087,0.43111,0.067782,31236,-0.09355,0.0046664,5.3,-0.95036
0.44122,0.012119,0.00079791,-4.7501,5.6637,0.41817,-0.34134,0.6274,0.41328,9556.9,0,0,0,-0.41014
0.35414,0.034581,0.0010367,-7.5632,4.3259,0.57702,-0.57611,0.40285,0.4627,26348,0.099755,0.0064666,1.25,-1.3031
0.44005,0.036485,0.0012127,-7.4318,3.515,0.54006,-0.67484,0.52721,0.42359,30544,0.38758,0.00097706,1.3,0.17961
0.43838,0.029469,0.00067248,-7.7821,2.8812,0.49886,-0.74763,0.57204,0.42139,25992,0.49324,0.000076801,1.55,0.35611
0.40076,0.032431,0.0010425,-7.7252,3.529,0.51538,-0.59771,0.47489,0.45103,28279,0.17733,0.00083909,1.9,0.99744
0.39075,0.035028,0.00096989,-8.7478,3.5068,0.5639,-0.56318,0.45303,0.43974,26551,0.19061,0.0034483,1.4,0.38245
0.42618,0.021004,0.00099956,-7.1906,2.807,0.44604,-0.79905,0.58991,0.41956,19329,0.22141,0.000010705,0.8,-0.21817
0.44551,0.035256,0.0011253,-6.5582,2.8666,0.55693,-0.72346,0.53795,0.42038,25945,0.35696,0.0006424,2.15,-0.63597
0.44534,0.031019,0.00073493,-7.6098,2.8221,0.50678,-0.75376,0.57423,0.41823,27637,0.56792,0.00010481,0.55,-0.27546
0.3031,0.022676,0.0009421,-7.261,5.4342,0.52424,-0.36737,0.34943,0.49213,17808,-0.2805,0.0095544,0.35,-1.065
0.38687,0.03012,0.00093248,-8.4418,4.1316,0.53508,-0.45864,0.45193,0.44878,24372,0.010375,0.0021046,0.9,-0.33971
0.42116,0.030956,0.0010346,-7.0099,3.0074,0.52878,-0.69049,0.51835,0.42897,24212,0.13694,0.00024604,1.9,0.31747
0.37565,0.03019,0.0008888,-8.8728,4.3221,0.5235,-0.47209,0.43455,0.45127,26559,-0.011036,0.0042836,0.3,1.4202
0.42047,0.036531,0.0011959,-8.2064,3.245,0.55855,-0.62034,0.4985,0.42966,28817,0.32815,0.001763,0.7,0.5942
0.55128,0.028896,0.00066739,-11.44,7.0298,0.57388,-0.42098,0.5959,0.0030299,7686.2,0,0,0,-0.31799
0.521,0.040159,0.0010005,-12.1,5.0593,0.61042,-0.57844,0.55742,0.0028011,10288,-0.049857,0.000012056,5.8182,0.12587
0.52846,0.060479,0.0014783,-16.576,3.2994,0.66791,-0.66852,0.5586,0.0037131,14609,0.33513,0.000051903,1.4848,-0.52653
0.49469,0.063797,0.0017915,-15.692,4.5978,0.6358,-0.56371,0.51772,0.010762,18550,0.32824,0.00055758,2.8788,0.71112
0.48098,0.063324,0.0016961,-18.012,5.0042,0.62855,-0.48494,0.5021,0.011555,19065,0.13736,0.00095353,3.1818,0.53433
0.48043,0.07057,0.0019065,-17.499,4.6627,0.65338,-0.52927,0.50074,0.010667,20284,0.088151,0.0018314,3.7879,-0.43504
0.42277,0.071268,0.0020012,-18.306,4.3482,0.69019,-0.51483,0.44027,0.041827,17606,0.24692,0.0033411,3.7273,-0.60796
0.52069,0.065752,0.0018453,-17.118,3.9467,0.66796,-0.62727,0.5479,0.0045389,16973,0.43522,0.00012893,1.1212,-0.18106
0.42553,0.058147,0.0014918,-18.854,6.0429,0.6227,-0.37506,0.44155,0.030314,16952,-0.10353,0.0074661,4.8788,-0.93501
0.48931,0.063413,0.0017114,-18.614,4.7883,0.63038,-0.56463,0.51222,0.010673,19191,0.20008,0.00039131,2.2727,0.47777
0.51672,0.063739,0.0017935,-14.631,4.6655,0.65418,-0.59324,0.54219,0.0050735,17289,0.37417,0.00028565,4.3333,0.30885
0.50216,0.057917,0.001576,-14.239,4.6694,0.63533,-0.61357,0.52856,0.0081896,15783,0.24934,0.00017938,4.4242,-0.011648
0.47197,0.059851,0.0014365,-20.048,6.2893,0.6125,-0.39714,0.49168,0.0073489,19839,-0.028021,0.0030943,4.3636,1.7478
0.43926,0.057669,0.0013869,-20.344,5.9663,0.60163,-0.32409,0.45666,0.01236,19379,-0.092831,0.0044673,4.8182,-0.89053
0.54216,0.043721,0.00079213,-24.203,4.0586,0.57068,-0.29147,0.58778,0.070255,34859,0,0,0,-1.3979
0.52241,0.10177,0.0014139,-51.707,3.1159,0.55515,-0.4402,0.54665,0.15231,192300,0.18802,0.0029324,7.2414,-2.1714
0.5379,0.055562,0.00079148,-33.139,1.8848,0.50988,-0.47061,0.58268,0.075339,72495,0.071243,2.7863E-006,1.6897,0.27574
0.53793,0.056806,0.00079289,-34.282,1.9253,0.50548,-0.46507,0.58252,0.07669,77531,0.08277,4.5527E-006,1.5517,0.46122
0.52583,0.073249,0.0011734,-41.468,2.7187,0.52254,-0.38084,0.55886,0.11614,120640,0.15293,0.000062215,2.1379,0.37641
0.52491,0.073853,0.0011389,-38.359,2.6616,0.52574,-0.38952,0.5579,0.11613,117800,0.15829,0.000044541,2.6207,0.76198
0.49962,0.076481,0.0014789,-35.63,2.4312,0.58266,-0.73711,0.53387,0.10534,86079,0.18904,0.000012707,2.7241,0.27259
0.53865,0.055265,0.0008217,-31.784,2.315,0.53074,-0.45356,0.58194,0.075747,66595,0.066969,2.5644E-006,1.5172,1.307
0.5364,0.056353,0.00078135,-33.749,2.1953,0.51422,-0.41698,0.58067,0.077787,74100,0.074986,5.5721E-006,1.5172,-0.16026
0.5271,0.065083,0.0010848,-36.795,2.8348,0.52929,-0.35357,0.56402,0.10421,91159,0.1082,0.000014977,1.5862,0.8101
0.53692,0.05932,0.0009507,-33.843,1.8906,0.51128,-0.49287,0.57755,0.079258,83591,0.091851,5.1195E-006,3.4483,0.0037836
0.53388,0.058439,0.00073758,-33.901,2.0491,0.50882,-0.44157,0.5765,0.081754,79086,0.076496,5.1052E-006,2.1034,0.13827
0.53334,0.074865,0.0010394,-44.446,1.9218,0.49185,-0.48119,0.57189,0.10214,160560,0.18761,0.000065643,5.069,0.82082
0.51933,0.093513,0.0011813,-55.823,2.8572,0.52396,-0.34843,0.54536,0.16423,204730,0.15867,0.00034981,3.3103,-1.4984
0.56391,0.069788,0.0019393,-31.461,6.2519,0.73099,-0.23606,0.57301,0.03387,52291,0,0,0,-2.6713
0.55355,0.092697,0.0022913,-43.928,4.1455,0.68803,-0.38669,0.56017,0.054743,93540,-0.11753,0.000021242,4.4219,0.19117
0.518,0.17314,0.0035413,-80.578,3.484,0.6502,-0.37193,0.52225,0.1108,340840,0.19977,0.0014149,3.7969,-1.5535
0.54594,0.10572,0.0023586,-50.189,3.1939,0.65363,-0.37477,0.55254,0.059999,137540,0.086055,0.000019624,2.9844,1.3442
0.5122,0.14613,0.0029364,-71.981,3.1624,0.62728,-0.36582,0.51666,0.11577,288900,0.13129,0.00020136,2.2656,1.7192
0.52811,0.14901,0.0031553,-70.747,3.3381,0.64468,-0.34775,0.53199,0.11692,272850,-0.0094177,0.00033233,3.0156,-0.7977
0.49352,0.1167,0.0029397,-45.223,3.413,0.70547,-0.48418,0.49983,0.067659,120120,0.047863,0.00012337,3.8125,3.6986
0.54823,0.10324,0.0022787,-47.625,3.1725,0.65462,-0.35766,0.55528,0.05182,130410,0.089565,0.000042581,3.9688,1.1314
0.5285,0.16215,0.0033146,-73.537,4.4429,0.66722,-0.37053,0.53424,0.075929,283260,0.18992,0.0022504,4.2813,-2.2486
0.53982,0.11363,0.0026913,-52.568,3.4895,0.67288,-0.33335,0.54607,0.079398,141970,0.080002,0.000038872,1.8594,1.1859
0.55362,0.10106,0.0022087,-47.023,3.441,0.63746,-0.41625,0.56165,0.042105,139170,0.06567,9.2569E-006,3.7344,-0.62815
0.55576,0.089213,0.0021745,-42.092,3.6908,0.66672,-0.37464,0.56435,0.042139,96146,0.079361,8.5507E-007,1.5469,-1.1978
0.51954,0.15001,0.0027423,-75.829,2.8134,0.61793,-0.3864,0.52488,0.074241,323890,0.19725,0.00042344,4.1406,2.43
0.48484,0.19917,0.0039314,-92.291,3.7002,0.63722,-0.2571,0.48788,0.17487,491960,0.028665,0.007798,4.9531,-2.6034
0.61421,0.027819,0.00084692,-7.0273,6.4829,0.82338,-0.28752,0.63645,0.00090873,2366,0,0,0,-2.2489
0.5949,0.039407,0.0011503,-9.7731,5.3101,0.76472,-0.1789,0.61434,0.0078333,3597.9,0.0019888,0.000056999,4.3239,0.020394
0.58388,0.044781,0.0011755,-11.697,5.4908,0.74188,-0.16832,0.60147,0.017861,4624.2,-0.038275,0.00014435,7.0986,-0.87768
0.59545,0.038538,0.0011104,-9.2671,4.8713,0.75733,-0.23527,0.61519,0.0053611,3653.9,-0.035414,0.00012938,2.4437,0.98644
0.58348,0.043768,0.0012155,-10.722,5.211,0.75227,-0.19802,0.60125,0.017556,4344.3,-0.0060012,0.00004836,3.5634,-1.9316
0.57118,0.045865,0.0011998,-12.973,5.828,0.73087,-0.081129,0.58848,0.026048,5018.6,-0.089076,0.00025308,7.1408,-1.5929
0.50703,0.067978,0.0020723,-11.767,4.1723,0.83061,-0.44841,0.52291,0.022996,4929.9,0.27469,0.00035239,3.507,-0.6166
0.59279,0.038694,0.0011252,-9.7147,4.9782,0.75608,-0.22141,0.61222,0.0055516,3696.3,-0.034088,0.00010859,2.507,0.65178
0.5979,0.035982,0.00094236,-9.1983,5.5588,0.72761,-0.16625,0.61772,0.0069167,3828.5,-0.086075,0.00014852,2.7817,1.7136
0.5708,0.044787,0.0011579,-13.342,5.7906,0.72225,-0.097388,0.58745,0.023913,5175.9,-0.12432,0.00043859,4.2676,1.0802
0.60162,0.035967,0.0010276,-8.9178,5.1953,0.74944,-0.20313,0.62213,0.0042262,3449.9,-0.069397,0.000091779,7.1479,0.70572
0.59025,0.040747,0.0011175,-10.852,5.3023,0.74585,-0.17364,0.60876,0.0088968,4065.4,-0.06385,0.00015717,2.6901,1.6064
0.57576,0.044973,0.0011547,-12.445,6.073,0.72277,-0.1113,0.59285,0.01952,5146.4,-0.10649,0.00058647,4.6127,0.098448
0.56968,0.047848,0.0012147,-13.095,5.6542,0.73075,-0.15273,0.58648,0.02456,5371.2,-0.051743,0.00041958,3.1408,0.40464
0.54897,0.029137,0.00072587,-13.258,6.6475,0.59476,-0.19576,0.5984,0.091638,24818,0,0,NaN,-0.61125
0.48817,0.066939,0.0014297,-19.371,3.3593,0.63178,-0.45881,0.51219,0.11683,78358,0.18973,0.0015305,NaN,1.1387
0.53813,0.047962,0.00113,-15.248,2.9642,0.60591,-0.63158,0.57848,0.09982,49108,0.18691,5.7308E-006,NaN,-1.1507
0.49802,0.063144,0.0015218,-20.185,3.2262,0.62388,-0.43931,0.52312,0.12918,72501,0.23333,0.00028729,NaN,-0.90982
0.49221,0.062485,0.001473,-21.481,3.6737,0.60833,-0.42819,0.51656,0.13289,75034,0.20417,0.00035189,NaN,-0.57674
0.4779,0.066014,0.001529,-21.295,3.7501,0.62498,-0.39782,0.49864,0.13343,75781,0.069572,0.0012881,NaN,0.077358
0.49929,0.050817,0.0011224,-16.797,3.3545,0.59668,-0.50945,0.53551,0.12165,56044,0.22687,0.000048012,NaN,-0.11401
0.51207,0.063052,0.0014242,-16.981,3.0019,0.63914,-0.52134,0.53962,0.11388,65746,0.28087,0.00029405,NaN,-0.8603
0.52233,0.05393,0.0011994,-17.066,2.8032,0.61914,-0.53068,0.55572,0.11263,55938,0.23494,0.000027585,NaN,-0.28212
0.52013,0.055106,0.0012637,-18.199,3.353,0.60579,-0.48336,0.5524,0.11671,62242,0.19987,0.000065848,NaN,-0.73416
0.50701,0.060567,0.0013587,-18.248,2.7141,0.61966,-0.54326,0.53464,0.11247,69009,0.20256,0.00031223,NaN,1.7166
0.52335,0.055744,0.001318,-16.619,3.0023,0.61718,-0.58339,0.55534,0.10832,59910,0.22812,0.000076207,NaN,0.10198
0.48199,0.06574,0.0013529,-22.583,3.6506,0.6086,-0.34555,0.50578,0.11319,87112,0.16348,0.0017709,NaN,1.9233
0.5012,0.055425,0.0013221,-18.709,3.849,0.6031,-0.48275,0.52673,0.13919,63991,0.12383,0.00012634,NaN,0.28127
0.70678,0.015162,0.00075348,-6.1793,9.7281,0.55773,-0.22097,0.72663,0.019332,20424,0,0,0,-0.79612
0.60808,0.044746,0.00075216,-24.291,6.6893,0.44917,-0.12979,0.61904,0.049453,122190,-0.30004,0.020838,13.684,-1.8185
0.70429,0.016791,0.00073106,-7.2049,5.4256,0.42453,-0.29045,0.72426,0.019279,26616,-0.07894,1.7514E-006,3.6842,-0.49349
0.66637,0.023602,0.00068882,-9.6415,4.4344,0.4243,-0.21495,0.68208,0.025959,38097,-0.11755,0.00011282,7.0526,-0.046728
0.63622,0.031174,0.00078078,-14.53,3.6652,0.4234,-0.12144,0.64963,0.035316,59934,-0.13722,0.0013508,7.8421,1.6927
0.64027,0.02977,0.00072603,-12.715,3.5589,0.42516,-0.14779,0.6539,0.035694,54124,-0.19914,0.0010701,9.2105,1.0535
0.62701,0.035465,0.00093752,-8.3602,4.0914,0.62603,-0.51664,0.64295,0.030065,29711,0.22263,0.0010901,7.5263,0.43539
0.68564,0.021949,0.00061678,-8.437,4.1806,0.42015,-0.24157,0.70336,0.022949,35592,-0.17246,0.000068157,12.421,-0.34566
0.69902,0.018387,0.00059943,-7.3643,4.9897,0.43154,-0.28054,0.71802,0.020555,27983,-0.11857,7.4759E-006,4.7368,-1.574
0.64331,0.030633,0.00077103,-13.128,3.853,0.42781,-0.15195,0.65698,0.037052,57048,-0.13847,0.0010812,8.2105,0.86002
0.70418,0.018302,0.00057068,-7.3219,5.051,0.4193,-0.30553,0.72266,0.018442,28024,-0.23326,7.5974E-006,4.6316,-0.48898
0.67009,0.024306,0.00065103,-10.004,4.1757,0.41194,-0.2059,0.68595,0.024986,42962,-0.088606,0.0001541,8.2105,0.56115
0.67645,0.025025,0.0006685,-11.35,3.9101,0.37511,-0.21706,0.69361,0.022239,59823,-0.1848,0.00032146,12.474,0.35157
0.66533,0.023911,0.00067837,-9.741,3.9282,0.41797,-0.20906,0.68147,0.025899,39966,-0.12584,0.0001326,7,0.60922
0.6512,0.071207,0.0012781,-30.652,4.3208,0.68197,-0.32961,0.65826,0.045021,27713,0,0,0,-1.3508
0.64497,0.092116,0.0013355,-35.228,2.8572,0.66058,-0.47028,0.65171,0.050503,45787,0.088167,0.000020196,1.1828,-0.35935
0.64004,0.11593,0.0013591,-43.205,2.0423,0.62718,-0.54286,0.64647,0.061807,80469,0.19142,7.9995E-006,1.4086,-0.0072264
0.6418,0.10748,0.0013611,-40.512,2.0754,0.63236,-0.53174,0.64816,0.055309,68031,0.15618,0.000019333,0.93548,0.44837
0.6286,0.12315,0.0011732,-46.297,2.4937,0.64251,-0.48682,0.63501,0.083904,84789,0.14179,0.000092693,1.3871,1.3977
0.6212,0.12894,0.0014176,-44.239,2.5491,0.64659,-0.51706,0.62839,0.090944,88247,0.15573,0.00021094,4.5161,0.72936
0.61425,0.12535,0.0021984,-39.688,2.2731,0.68148,-0.6451,0.6207,0.062408,62437,0.14224,0.000024003,1.6667,1.2042
0.64076,0.10639,0.001341,-39.372,2.1916,0.63836,-0.52536,0.64726,0.055468,64536,0.14584,0.000050122,1.0215,1.1352
0.64044,0.10838,0.0013483,-40.423,2.1935,0.6404,-0.5322,0.64693,0.056645,67264,0.16538,0.000043237,1.1183,-0.38917
0.63461,0.10285,0.0013455,-40.341,2.7369,0.65191,-0.44251,0.64108,0.064995,58664,0.099366,0.0000564,1.0968,-0.43946
0.63713,0.11607,0.0011851,-45.423,2.0376,0.62431,-0.56984,0.64377,0.059851,84234,0.18484,0.00003172,2.0215,-0.61118
0.64638,0.090899,0.001304,-35.939,2.5898,0.65052,-0.48147,0.65306,0.048922,46373,0.095974,7.3843E-006,0.75269,-1.4879
0.62927,0.15443,0.0012389,-58.703,2.1872,0.61647,-0.58309,0.63562,0.10015,152190,0.31208,0.0001341,2.0323,1.4952
0.60216,0.18459,0.0020002,-79.256,2.6429,0.61506,-0.44122,0.60819,0.29001,208940,0.11956,0.0019473,2.3118,-1.7648
0.67815,0.026058,0.00056232,-12.684,6.338,0.48895,-0.35647,0.72523,0.0026869,26213,0,0,0,-1.8415
0.61433,0.056219,0.0015343,-15.25,3.2479,0.55448,-0.66763,0.6439,0.0053866,54249,0.31988,0.00017588,3.5192,0.69657
0.61718,0.058236,0.0017544,-14.99,2.8369,0.57594,-0.76614,0.64646,0.0042453,49081,0.40382,0.00026577,1.6923,0.18862
0.61952,0.055582,0.0016751,-17.817,2.5904,0.55715,-0.71722,0.64974,0.0051588,52063,0.31262,0.000095187,1.3846,0.063905
0.60107,0.058475,0.0017159,-19.034,3.1608,0.53758,-0.67896,0.6295,0.0080236,62894,0.34433,0.00026898,2,1.4796
0.58949,0.06262,0.0017748,-17.077,3.6919,0.55266,-0.68639,0.61554,0.009921,63513,0.39638,0.00058124,4.0192,-0.94811
0.5557,0.059496,0.0015828,-19.194,3.4453,0.5326,-0.70089,0.58223,0.017759,69643,0.29871,0.00046474,3.6731,-1.5957
0.61362,0.057415,0.0016681,-15.682,2.708,0.56639,-0.74079,0.64239,0.0051409,52203,0.35751,0.00021264,1.5,0.34135
0.6275,0.054418,0.0015809,-15.74,2.6313,0.56237,-0.72689,0.65917,0.0044641,47657,0.2582,0.000049822,1.0192,-1.2073
0.62424,0.05044,0.0013715,-15.713,3.151,0.52438,-0.70031,0.65713,0.005837,52658,0.2366,0.000047058,2.3462,-0.042836
0.62553,0.051864,0.0016321,-13.881,3.2556,0.55841,-0.74993,0.65666,0.004061,44940,0.35444,0.00012061,2.0962,-0.33783
0.62521,0.049984,0.0013635,-15.674,3.2852,0.5337,-0.72563,0.65783,0.005425,49274,0.26776,0.000050972,1.5385,0.25485
0.59238,0.060816,0.001682,-21.106,4.3589,0.54287,-0.67445,0.61886,0.0068426,69090,0.35535,0.00078274,2.0192,2.1935
0.59139,0.058916,0.0016097,-18.269,3.5465,0.53114,-0.66485,0.6176,0.016024,64688,0.32013,0.00035395,2.6923,0.75486
0.71015,0.026559,0.00048233,-11.429,8.7551,0.62945,-0.12458,0.71844,0,9849.1,0,0,0,-0.97264
0.67554,0.058236,0.00097032,-23.29,4.573,0.57208,-0.12291,0.68215,0.012286,21583,0.055509,0.0027474,3.6712,0.63198
0.68546,0.046273,0.00089141,-19.99,4.5776,0.53234,-0.11913,0.69324,0.0055903,17960,0.016283,0.0012744,3.8904,0.58322
0.68684,0.049785,0.00094376,-21.713,3.9815,0.5256,-0.12132,0.69456,0.0063194,19917,0.047738,0.00074271,3.9589,0.07506
0.67999,0.051868,0.00095619,-24.163,4.5066,0.53787,-0.12663,0.68637,0.016348,21048,0.07318,0.00035475,3.1096,1.5526
0.68244,0.05102,0.00086186,-19.937,4.1141,0.56115,-0.10828,0.68953,0.0056134,18349,0.094736,0.0014814,3.5479,-1.2737
0.63432,0.061768,0.0013418,-19.11,4.4966,0.66077,-0.35108,0.64351,0.0088657,15442,0.246,0.0015961,2.8767,0.11631
0.70412,0.038539,0.00066756,-15.909,4.4005,0.53719,-0.1783,0.71181,0.0019155,14417,0.13433,0.000059873,4.274,-0.077026
0.69898,0.040604,0.0008604,-17.138,4.3701,0.53539,-0.16657,0.70722,0.0026736,15235,0.13433,0.00016779,3.3973,-0.041906
0.67152,0.048585,0.00092381,-21.178,4.8763,0.54549,-0.12309,0.67822,0.016372,18251,0.025442,0.00069682,3.5205,-0.046139
0.68978,0.039481,0.00080611,-15.955,4.2218,0.52257,-0.16181,0.69711,0.0023264,15140,0.097974,0.00013413,3.3836,-0.43821
0.68301,0.04337,0.00088498,-18.214,5.6635,0.51679,-0.12959,0.69105,0.0054977,17284,0.12841,0.00038545,4.3562,-1.0351
0.68474,0.048515,0.00089549,-22.315,4.0818,0.50235,-0.10959,0.69265,0.0060359,21880,0.039042,0.0016385,4.1644,1.0227
0.65873,0.06281,0.0010232,-31.532,4.5867,0.51419,-0.095018,0.66488,0.040492,29855,0.0096216,0.0027974,2.7123,-0.097083
0.55885,0.044195,0.001014,-14.44,4.9567,0.61202,-0.31062,0.58615,0.029613,29579,0,0,0,-1.0934
0.4109,0.10049,0.0028224,-21.023,3.9055,0.66001,-0.34647,0.41876,0.10008,73074,-0.050247,0.011114,7.8,NaN
0.54813,0.07159,0.0017773,-16.048,2.6654,0.64277,-0.60059,0.56982,0.038015,45568,0.18672,3.5634E-006,1.6,-1.1807
0.52739,0.087966,0.0021703,-20.813,2.4828,0.65169,-0.58007,0.54507,0.05155,65122,0.25856,0.000027677,2.8,0.40511
0.51077,0.090999,0.0022309,-22.989,2.7531,0.64572,-0.54744,0.52657,0.058325,71766,0.2412,0.000081308,2,0.5479
0.53659,0.095966,0.0024188,-21.963,2.7951,0.66189,-0.5451,0.55104,0.056972,71949,0.14507,0.00018285,9.2,0.52156
0.50385,0.079768,0.0019983,-18.205,2.5708,0.63716,-0.59277,0.52301,0.053482,57460,0.24511,0.000021514,3.6,-0.037325
0.54058,0.07751,0.0019012,-17.221,2.4666,0.64639,-0.63994,0.56111,0.042163,53749,0.20803,6.3819E-006,4.2,0.54984
0.54151,0.079186,0.0020126,-17.073,2.4034,0.65139,-0.62434,0.56156,0.042817,53141,0.19798,5.7861E-006,2,0.17542
0.47036,0.091247,0.0022817,-22.911,3.6156,0.66039,-0.39606,0.48306,0.072145,68798,0.10737,0.0013287,4.6,-0.43946
0.54679,0.075102,0.0018036,-15.23,2.5933,0.63906,-0.627,0.56787,0.03904,51311,0.19547,4.7917E-006,4.8,-0.30493
